Código,Descrição, Porte  ,Número de Auxiliares,Porte Anestésico,Filme m² 
30729327,Tratamento cirúrgico de polidactilia múltipla e/ou complexa, 9B ,1,3,
30729335,Tratamento cirúrgico de polidactilia simples, 3C ,1,2,
30729343,Tratamento cirúrgico do mal perfurante plantar, 9B ,1,3,
30730015,Alongamento, 2C ,1,2,
30730023,Biópsia de músculo, 2B ,1,1,
30730031,Desbridamento cirúrgico de feridas ou extremidades, 3B ,1,2,
30730040,Desinserção ou miotomia, 3C ,1,1,
30730058,Dissecção muscular, 3C ,1,1,
30730066,Drenagem cirúrgica do psoas, 5B ,1,2,
30730074,Fasciotomia, 4C ,1,2,
30730082,Fasciotomia - por compartimento, 3B ,2,3,
30730090,Fasciotomias (descompressivas), 4C ,1,3,
30730104,Fasciotomias acima do punho, 4C ,1,2,
30730112,Miorrafias, 3C ,1,1,
30730155,Transposição muscular, 4C ,1,3,
30730163,Lesão ligamentar aguda - tratamento conservador,2C,,,
30730171,Lesões músculo tendinosas - tratamento incruento,3C,,,
30731011,Abertura de bainha tendinosa - tratamento cirúrgico, 3C ,1,1,
30731020,"Biópsias cirúrgicas de tendões, bursas e sinóvias", 3B ,1,1,
30731038,Bursectomia - tratamento cirúrgico, 3C ,1,1,
30731046,Cisto sinovial - tratamento cirúrgico, 3B ,1,1,
30731054,Encurtamento de tendão - tratamento cirúrgico, 3C ,1,2,
30731062,Sinovectomia - tratamento cirúrgico, 5B ,1,2,
30731070,Tenoartroplastia para ossos do carpo, 6A ,1,3,
30731089,Tenodese, 5B ,1,1,
30731097,Tenólise no túnel osteofibroso, 6A ,1,3,
30731100,Tenólise/tendonese - tratamento cirúrgico, 4C ,1,2,
30731119,Tenoplastia / enxerto de tendão - tratamento cirúrgico, 6A ,1,3,
30731127,Tenoplastia de tendão em outras regiões, 4C ,2,4,
30731135,Tenorrafia múltipla em outras regiões, 4C ,1,3,
30731143,Tenorrafia no túnel osteofibroso - mais de 2 dígitos, 6A ,1,3,
30731151,Tenorrafia no túnel osteofibroso até 2 dígitos, 4C ,1,2,
30731160,Tenorrafia única em outras regiões, 3C ,1,2,
30731178,Tenossinovectomia de mão ou punho, 4C ,1,2,
30731186,Tenossinovites estenosantes - tratamento cirúrgico, 2C ,1,1,
30731194,Tenossinovites infecciosas - drenagem, 3B ,1,1,
30731208,Tenotomia, 5B ,1,1,
30731216,Transposição de mais de 1 tendão - tratamento cirúrgico, 6A ,1,4,
30731224,Transposição única de tendão, 4C ,2,4,
30731232,Tumores de tendão ou sinovial - tratamento cirúrgico, 3C ,1,1,
30731240,Alongamento de tendões - tratamento cruento,4C,2,4,
30731259,Rotura de tendão de aquiles - tratamento conservador,2C,,,
30732018,Curetagem ou ressecção em bloco de tumor com reconstrução e enxerto vascularizado, 11A ,3,5,
30732026,Enxerto ósseo, 8B ,2,2,
30732034,Ressecção da lesão com cimentação e osteossíntese, 9A ,2,5,
30732042,Revisão de endoprótese, 11C ,,5,
30732085,Tumor ósseo (ressecção com substituição), 9A ,2,5,
30732093,Tumor ósseo (ressecção e artrodese), 8C ,2,4,
30732107,Tumor ósseo (ressecção e cimento), 8C ,2,4,
30732115,Tumor ósseo (ressecção e enxerto), 9C ,2,4,
30732123,Tumor ósseo (ressecção segmentar), 8A ,1,3,
30732131,Tumor ósseo (ressecção simples), 8A ,1,3,
30733014,Sinovectomia total  - procedimento videoartroscópico de joelho, 9C ,1,5,
30733022,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de joelho, 8C ,1,4,
30733030,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de joelho, 8C ,1,4,
30733049,"Osteocondroplastia - estabilização, ressecção e/ou plastia #  - procedimento videoartroscópico de joelho", 10C ,1,6,
30733057,Meniscectomia - um menisco - procedimento videoartroscópico de joelho, 8C ,1,4,
30733065,Reparo ou sutura de um menisco - procedimento videoartroscópico de joelho, 10C ,1,6,
30733073,"Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #  - procedimento videoartroscópico de joelho", 10C ,1,6,
30733081,Fratura com redução e/ou estabilização da superfície articular - um compartimento #  - procedimento videoartroscópico de joelho, 9C ,1,5,
30733090,Tratamento cirúrgico da artrofibrose #  - procedimento videoartroscópico de joelho, 10B ,1,6,
30733103,"Instabilidade femoro-patelar, release lateral da patela, retencionamento, reforço ou reconstrução do ligamento patelo-femoral medial #  - procedimento videoartroscópico de joelho", 10C ,1,6,
30734010,Sinovectomia total - procedimento videoartroscópico de tornozelo, 9C ,1,5,
30734029,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de tornozelo, 8C ,1,4,
30734037,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de tornozelo, 8C ,1,4,
30734045,"Osteocondroplastia - estabilização, ressecção e ou plastia (enxertia) # - procedimento videoartroscópico de tornozelo", 10C ,1,6,
30734053,"Reconstrução, retencionamento ou reforço de ligamento - procedimento videoartroscópico de tornozelo", 10C ,1,6,
30734061,Fraturas - redução e estabilização de cada superfície - procedimento videoartroscópico de tornozelo, 9C ,1,5,
30735017,Sinovectomia total - procedimento videoartroscópico de ombro, 9C ,1,5,
30735025,Sinovectomia parcial ou subtotal  - procedimento videoartroscópico de ombro, 8C ,1,4,
30735033,Acromioplastia - procedimento videoartroscópico de ombro, 9C ,1,5,
30735041,Lesão labral - procedimento videoartroscópico de ombro, 10C ,1,6,
30735050,Luxação gleno-umeral - procedimento videoartroscópico de ombro, 10C ,1,6,
30735068,Ruptura do manguito rotador - procedimento videoartroscópico de ombro, 10C ,1,6,
30735076,Instabilidade multidirecional - procedimento videoartroscópico de ombro, 10C ,1,6,
30735084,Ressecção lateral da clavícula - procedimento videoartroscópico de ombro, 9C ,1,5,
30735092,Tenotomia da porção longa do bíceps - procedimento videoartroscópico de ombro, 9C ,1,5,
30736013,Sinovectomia  total - procedimento videoartroscópico de cotovelo, 9C ,1,5,
30736021,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de cotovelo, 8C ,1,4,
30736030,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de cotovelo, 8C ,1,4,
30736048,"Osteocondroplastia - estabilização, ressecção e/ou plastia (enxertia) # - procedimento videoartroscópico de cotovelo", 9C ,1,5,
30736056,"Reconstrução, retencionamento ou reforço de ligamento #  - procedimento videoartroscópico de cotovelo", 9C ,1,5,
30736064,Fraturas: redução e estabilização para cada superfície - procedimento videoartroscópico de cotovelo, 9B ,1,5,
30737010,Sinovectomia total - procedimento videoartroscópico de punho e túnel do carpo, 9C ,1,5,
30737028,Sinovectomia parcial ou subtotal  - procedimento videoartroscópico de punho e túnel do carpo, 8C ,1,4,
30737036,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de punho e túnel do carpo, 8C ,1,4,
30737044,"Osteocondroplastia - estabilização, ressecção e/ou plastia (enxertia) - procedimento videoartroscópico de punho e túnel do carpo", 10C ,1,6,
30737052,"Reconstrução, retencionamento ou reforço de ligamento ou reparo de cartilagem triangular # - procedimento videoartroscópico de punho e túnel do carpo", 9C ,1,5,
30737060,Fraturas - redução e estabilização de cada superfície - procedimento videoartroscópico de punho e túnel do carpo, 9C ,1,5,
30737079,Túnel do carpo - descompressão - procedimento videoartroscópico de punho e túnel do carpo, 9C ,1,5,
30738016,Sinovectomia total - procedimento videoartroscópico de coxofemoral, 10C ,1,6,
30738024,Sinovectomia parcial e/ou remoção de corpos livres - procedimento videoartroscópico de coxofemoral, 9C ,1,5,
30738032,Desbridamento do labrum ou ligamento redondo com ou sem condroplastia - procedimento videoartroscópico de coxofemoral, 10C ,1,6,
30738040,Tratamento do impacto femoro-acetabular - procedimento videoartroscópico de coxofemoral, 12B ,1,7,
30738059,Condroplastia com sutura labral - procedimento videoartroscópico de coxofemoral, 11B ,1,6,
30801010,"Colocação de órtese traqueal, traqueobrônquica ou brônquica, por via endoscópica (tubo de silicone ou metálico)", 8A ,1,4,
30801028,Colocação de prótese traqueal ou traqueobrônquica (qualquer via), 11B ,2,5,
30801036,Fechamento de fístula tráqueo-cutânea, 9A ,2,2,
30801044,Punção traqueal, 3B ,,1,
30801052,Ressecção carinal (traqueobrônquica), 12B ,2,6,
30801060,Ressecção de tumor traqueal, 11C ,2,6,
30801079,Traqueoplastia (qualquer via), 11C ,2,5,
30801087,Traqueorrafia (qualquer via), 5B ,1,3,
30801109,Traqueostomia com colocação de órtese traqueal ou traqueobrônquica por via cervical, 8C ,1,3,
30801117,Traqueostomia mediastinal, 11A ,2,5,
30801133,Plastia de traqueostoma, 4C ,1,5,
30801141,Traqueotomia ou fechamento cirúrgico, 4A ,1,3,
30801150,Troca de prótese tráqueo-esofágica, 3C ,1,4,
30801168,Ressecção de tumor traqueal por videotoracoscopia, 12C ,2,6,
30801176,Traqueorrafia por videotoracoscopia, 6B ,1,3,
30801184,Traqueostomia com retirada de corpo estranho,9A,1,3,
30802016,Broncoplastia e/ou arterioplastia, 11B ,2,6,
30802024,Broncotomia e/ou broncorrafia, 11A ,2,4,
30802032,Colocação de molde brônquico por toracotomia, 11A ,2,5,
30802040,Broncoplastia e/ou arterioplastia por videotoracoscopia, 12C ,2,6,
30802059,Broncotomia e/ou broncorrafia por videotoracoscopia, 12B ,2,4,
30803012,Bulectomia unilateral, 11A ,2,4,
30803020,Cirurgia redutora do volume pulmonar unilateral (qualquer técnica), 11C ,2,7,
30803039,Cisto pulmonar congênito - tratamento cirúrgico, 11B ,2,6,
30803047,Correção de fístula bronco-pleural (qualquer técnica), 11B ,2,6,
30803055,Drenagem tubular aberta de cavidade pulmonar, 8B ,1,3,
30803063,Embolectomia pulmonar, 13A ,2,6,
30803071,Lobectomia por malformação pulmonar, 11B ,2,6,
30803080,Lobectomia pulmonar, 11B ,2,4,
30803098,Metastasectomia pulmonar unilateral (qualquer técnica), 10C ,2,5,
30803101,Pneumonectomia, 11B ,2,5,
30803110,Pneumonectomia de totalização, 11C ,2,6,
30803128,Pneumorrafia, 8C ,1,4,
30803136,Pneumostomia (cavernostomia) com costectomia e estoma cutâneo-cavitário, 10C ,1,3,
30803144,Posicionamento de agulhas radiativas por toracotomia (braquiterapia), 8B ,2,4,
30803152,Segmentectomia (qualquer técnica) , 9B ,2,5,
30803160,Tromboendarterectomia pulmonar, 14A ,2,6,
30803179,Bulectomia unilateral por videotoracoscopia, 12B ,2,5,
30803209,Drenagem tubular aberta de cavidade pulmonar por videotoracoscopia, 9B ,1,4,
30803217,Lobectomia pulmonar por videotoracoscopia, 12C ,2,6,
30803225,Metastasectomia pulmonar unilateral por videotoracoscopia, 11B ,2,6,
30803233,Segmentectomia por videotoracoscopia , 11A ,2,6,
30804019,Biópsia percutânea de pleura por agulha , 3C ,,1,
30804027,Descorticação pulmonar, 10B ,2,5,
30804035,Pleurectomia, 9B ,2,4,
30804043,Pleurodese (qualquer técnica), 7B ,1,4,
30804051,Pleuroscopia, 8C ,1,3,
30804060,Pleurostomia (aberta), 6C ,1,3,
30804086,Punção pleural, 3B ,1,1,
30804094,Repleção de cavidade pleural com solução de antibiótico para tratamento de empiema, 6A ,,1,
30804108,Ressecção de tumor da pleura localizado, 10B ,2,4,
30804116,Retirada de dreno tubular torácico (colocado em outro serviço), 2B ,,1,
30804124,Tenda pleural, 7C ,1,5,
30804132,Toracostomia com drenagem pleural fechada, 6B ,1,3,
30804140,Tratamento operatório da hemorragia intrapleural, 10B ,2,5,
30804159,Descorticação pulmonar por videotoracoscopia, 11B ,2,6,
30804167,Pleurectomia por videotoracoscopia, 10B ,2,5,
30804175,Pleurodese por video, 8A ,1,5,
30804183,Pleuroscopia por vídeo, 9C ,1,5,
30804191,Ressecção de tumor da pleura localizado por vídeo, 11C ,1,5,
30804205,Tenda pleural por vídeo, 9A ,1,5,
30804213,Tratamento operatório da hemorragia intrapleural por  vídeo, 11C ,2,5,
30805015,Ressecção de bócio intratorácico, 8B ,1,5,
30805023,Biópsia de linfonodos pré-escalênicos ou do confluente venoso, 5B ,1,2,
30805031,Biópsia de tumor do mediastino (qualquer via), 6A ,1,3,
30805040,Cisto ou duplicação brônquica ou esôfagica - tratamento cirúrgico, 11B ,2,6,
30805074,Ligadura de artérias brônquicas por toracotomia para controle de hemoptise, 10B ,2,5,
30805082,Ligadura de ducto-torácico (qualquer via), 10B ,2,4,
30805090,Linfadenectomia mediastinal, 10A ,2,6,
30805104,"Mediastinoscopia, via cervical", 8C ,1,4,
30805112,"Mediastinotomia (via paraesternal, transesternal, cervical)", 9B ,1,4,
30805120,Mediastinotomia extrapleural por via posterior, 9B ,1,5,
30805139,Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica), 10C ,1,6,
30805147,Ressecção de tumor de mediastino, 11B ,2,6,
30805155,Timectomia (qualquer via), 11A ,2,5,
30805163,Tratamento da mediastinite (qualquer via), 11C ,2,6,
30805171,Vagotomia troncular terapêutica por toracotomia, 10B ,2,4,
30805180,Biópsia de tumor do mediastino por vídeo, 7A ,1,4,
30805198,Cisto ou duplicação brônquica ou esofágica – tratamento cirúrgico por vídeo, 12B ,1,6,
30805228,Linfadenectomia mediastinal por vídeo, 11B ,2,6,
30805236,"Mediastinoscopia, via cervical por vídeo", 10A ,1,5,
30805244,Mediastinotomia extrapleural por via posterior por vídeo, 10C ,1,5,
30805252,Pericardiotomia com abertura pleuro-pericárdica por vídeo, 11C ,1,6,
30805260,Ressecção de tumor de mediastino por vídeo, 12C ,2,7,
30805279,Timectomia por vídeo, 12B ,2,6,
30805295,Retirada de corpo estranho do mediastino, 9B ,2,4,
30806011,Abscesso subfrênico - tratamento cirúrgico, 8B ,1,4,
30806020,Eventração diafragmática - tratamento cirúrgico, 11A ,2,5,
30806038,Hérnia diafragmática - tratamento cirúrgico (qualquer técnica), 12A ,2,6,
30901014,"Ampliação (anel valvar, grandes vasos, átrio, ventrículo)", 11C ,2,6,
30901022,Canal arterial persistente - correção cirúrgica, 10B ,1,6,
30901030,Coarctação da aorta - correção cirúrgica, 10C ,2,5,
30901049,Confecção de bandagem da artéria pulmonar , 10C ,2,6,
30901057,Correção cirúrgica da comunicação interatrial, 11B ,2,6,
30901065,Correção cirúrgica da comunicação interventricular , 11C ,3,7,
30901073,Correção de cardiopatia congênita + cirurgia valvar, 13B ,3,8,
30901081,Correção de cardiopatia congênita + revascularização do miocárdio, 13C ,3,8,
30901090,"Redirecionamento do fluxo sanguíneo (com anastomose direta, retalho, tubo) - em defeitos cardíacos congenitos", 14A ,2,6,
30901103,"Ressecção (infundíbulo, septo, membranas, bandas) - em defeitos cardíacos congenitos", 11B ,2,6,
30901111,"Transposições (vasos, câmaras) - em defeitos cardíacos congenitos ", 14B ,2,6,
30902010,Ampliação do anel valvar , 13C ,2,6,
30902029,Cirurgia multivalvar, 14A ,3,8,
30902037,Comissurotomia valvar, 13A ,2,6,
30902045,Plastia valvar , 13C ,2,6,
30902053,Troca valvar , 13B ,3,7,
30903017,Aneurismectomia de VE , 13C ,2,6,
30903025,Revascularização do miocárdio , 13C ,3,7,
30903033,Revascularização do miocárdio + cirurgia valvar, 14A ,3,8,
30903041,Ventriculectomia parcial - em coronariopatias , 13C ,3,7,
30904013,"Cárdio-estimulação transesofágica (CETE), terapêutica ou diagnóstica", 2C ,,0,
30904021,"Implante de desfibrilador interno, placas e eletrodos (com diretriz definida pela ANS - nº 35) ", 12A ,2,5,
30904064,Implante de estimulador cardiaco artificial multissitio (com diretriz definida pela ANS - nº 42) , 12A ,1,3,
30904080,Instalação de marca-passo epimiocárdico temporário, 6A ,1,3,
30904099,Implante de marca-passo temporário à beira do leito , 5C ,,3,
30904102,Recolocação de eletrodo / gerador com ou sem troca de unidades , 8C ,1,3,
30904110,Retirada do sistema (não aplicável na troca do gerador) , 8A ,1,3,
30904129,Troca de gerador , 6A ,1,3,
30904137,Implante de marca-passo monocameral (gerador + eletrodo atrial ou ventricular) (com diretriz definida pela ANS - nº 41)  , 8C ,1,3,
30904145,Implante de marca-passo bicameral (gerador + eletrodo atrial e ventricular) (com diretriz definida pela ANS - nº 40) , 10B ,1,3,
30904153,"Remoção de cabo-eletrodo de marcapasso e/ou cárdio-desfibrilador implantável com auxílio de dilatador mecânico, laser ou radiofrequência ", 11A ,2,5,
30904161,Implante de cardiodesfibrilador multissitio - TRC-D (gerador e eletrodos) (com diretriz definida pela ANS nº 36), 14A ,2,6,
30904170,Implante de monitor de eventos (Looper implantável) (com diretriz definida pela ANS - nº 43), 6A ,1,3,
30905010,Colocação de balão intra-aórtico, 5A ,1,4,
30905028,Colocação de stent na aorta sem CEC , 10A ,2,5,
30905036,Instalação do circuíto de circulação extracorpórea convencional , 8A ,2,6,
30905044,Instalação do circuíto de circulação extracorpórea em crianças de baixo peso (10 kg) , 8A ,2,7,
30905052,Derivação cavo-atrial , 11A ,2,6,
30905060,Perfusionista - em procedimentos cardíacos, 8A ,,0,
30906016,Aneurisma de aorta abdominal infra-renal , 11B ,3,7,
30906024,Aneurisma de aorta abdominal supra-renal , 11C ,4,7,
30906032,Aneurisma de aorta-torácica , 13C ,3,7,
30906040,Aneurisma de artérias viscerais, 9C ,3,6,
30906059,"Aneurisma de axilar, femoral, poplítea ", 11A ,3,5,
30906067,"Aneurisma de carótida, subclávia, ilíaca", 11A ,3,5,
30906075,Aneurismas - outros, 11A ,3,4,
30906083,Aneurismas torácicos ou tóraco-abdominais , 14A ,4,7,
30906113,Angioplastia transluminal transoperatória - por artéria, 7C ,3,4,
30906121,Artéria hipogástrica - unilateral - qualquer técnica , 10B ,3,5,
30906130,Artéria mesentérica inferior - qualquer técnica , 9C ,3,5,
30906148,Artéria mesentérica superior - qualquer técnica , 11C ,3,6,
30906156,Artéria renal bilateral revascularização , 11B ,3,6,
30906164,Cateterismo da artéria radial - para PAM, 2C ,1,1,
30906172,Correção das dissecções da aorta, 14A ,2,7,
30906180,Endarterectomia aorto-ilíaca, 9A ,3,6,
30906199,Endarterectomia carotídea - cada segmento arterial tratado, 11B ,3,6,
30906202,Endarterectomia ilíaco-femoral, 8B ,3,5,
30906210,Ligadura de carótida ou ramos , 8B ,3,3,
30906229,Ponte aorto-bifemoral , 11C ,3,6,
30906237,Ponte aorto-biilíaca , 11B ,3,6,
30906245,Ponte aorto-femoral - unilateral , 10A ,3,5,
30906253,Ponte aorto-ilíaca - unilateral , 9C ,3,5,
30906261,Ponte axilo-bifemoral , 9C ,3,6,
30906270,Ponte axilo-femoral, 9C ,3,5,
30906288,Ponte distal , 11B ,3,5,
30906296,Ponte fêmoro poplítea proximal, 9C ,3,5,
30906300,Ponte fêmoro-femoral cruzada , 9C ,3,4,
30906318,Ponte fêmoro-femoral ipsilateral , 9C ,3,5,
30906326,Ponte subclávio bifemoral, 10A ,3,7,
30906334,Ponte subclávio femoral, 10A ,3,6,
30906342,Pontes aorto-cervicais ou endarterectomias dos troncos supra-aórticos, 12A ,3,6,
30906350,Pontes transcervicais - qualquer tipo , 10C ,3,3,
30906377,Preparo de veia autóloga para remendos vasculares , 3C ,1,4,
30906385,Arterioplastia da femoral profunda (profundoplastia), 8A ,3,5,
30906393,Reoperação de aorta abdominal, 11C ,4,7,
30906407,Retirada de enxerto infectado em posição não aórtica, 11A ,3,6,
30906415,Revascularização aorto-femoral - unilateral, 10A ,3,5,
30906423,Revascularização arterial de membro superior, 10C ,3,6,
30906431,Tratamento cirúrgico da isquemia cerebral , 12C ,2,6,
30906440,Tratamento cirúrgico de síndrome vértebro basilar, 11A ,3,5,
30906458,Tratamento cirúrgico de tumor carotídeo, 10C ,3,4,
30906466,Tronco celíaco - qualquer técnica, 11C ,3,6,
30907012,Cirurgia de restauração venosa com pontes em cavidades, 11B ,3,5,
30907020,Cirurgia de restauração venosa com pontes nos membros, 11B ,3,5,
30907039,Cura cirúrgica da impotência coeundi venosa, 10A ,2,5,
30907047,Cura cirúrgica de hipertensão portal - qualquer tipo , 11B ,3,6,
30907071,Fulguração de telangiectasias (por grupo) , 1B ,,0,
30907080,Implante de filtro de veia cava, 8B ,2,4,
30907098,Interrupção cirúrgica veia cava inferior, 7C ,3,4,
30907101,Tratamento cirúrgico de varizes com lipodermatoesclerose ou úlcera (um membro), 10A ,2,4,
30907110,Trombectomia venosa , 11B ,2,4,
30907128,Valvuloplastia ou interposição de segmento valvulado venoso, 11B ,3,4,
30907136,Varizes - tratamento cirúrgico de dois membros , 10A ,2,5,
30907144,Varizes - tratamento cirúrgico de um membro, 7C ,1,3,
30907152,Varizes - ressecção de colaterais com anestesia local em consultório / ambulatório, 4A ,,0,
30908019,"Fístula aorto-cava, reno-cava ou ílio-ilíaca", 11B ,4,7,
30908027,Fístula arteriovenosa - com enxerto , 8C ,2,4,
30908035,Fístula arteriovenosa cervical ou cefálica extracraniana, 11A ,3,6,
30908043,Fístula arteriovenosa congênita - reintervenção , 8A ,2,4,
30908051,Fístula arteriovenosa congênita - correção cirúrgica radical , 11A ,3,7,
30908060,Fístula arteriovenosa congênita para redução de fluxo , 9C ,3,6,
30908078,Fístula arteriovenosa direta, 4C ,2,2,
30908086,Fístula arteriovenosa dos grandes vasos intratorácicos , 11B ,4,7,
30908094,Fístula arteriovenosa dos membros , 9C ,3,4,
30908108,Tromboembolectomia de fístula arteriovenosa, 5A ,,2,
30909023,Hemodiálise contínua (12h), 4B ,,0,
30909031,Hemodiálise crônica (por sessão), 3C ,,0,
30909139,"Hemodepuração de casos agudos (sessão hemodiálise, hemofiltração, hemodiafiltração isolada, plasmaferese ou hemoperfusão) - até 4 horas ou fração", 4B ,,0,
30909147,"Hemodepuração de casos agudos (sessão hemodiálise, hemofiltração, hemodiafiltração isolada, plasmaferese ou hemoperfusão) - até 12 horas", 5B ,,0,
30910013,Aneurisma roto ou trombosado de aorta abdominal abaixo da artéria renal , 11C ,4,7,
30910021,Aneurismas rotos ou trombosados - outros , 10B ,3,6,
30910030,Aneurismas rotos ou trombosados de aorta abdominal acima da artéria renal, 12B ,4,7,
30910048,Aneurismas rotos ou trombosados de artérias viscerais , 10B ,3,7,
30910056,"Aneurismas rotos ou trombosados de axilar, femoral, poplítea ", 10B ,3,6,
30910064,"Aneurismas rotos ou trombosados de carótida, subclávia, ilíaca", 10B ,3,7,
30910072,Aneurismas rotos ou trombosados torácicos ou tóraco-abdominais, 14A ,4,7,
30910080,Embolectomia ou tromboembolectomia arterial, 9C ,2,4,
30910099,Exploração vascular em traumas de outros segmentos , 9C ,3,5,
30910102,Exploração vascular em traumas torácicos e abdominais , 11B ,3,7,
30910110,Lesões vasculares cervicais e cérvico-torácicas, 11C ,3,5,
30910129,Lesões vasculares de membro inferior ou superior - unilateral , 9C ,3,4,
30910137,Lesões vasculares intra-abdominais , 11B ,3,6,
30910145,Lesões vasculares traumáticas intratorácicas, 11C ,4,7,
30911028,Avaliação fisiológica da gravidade de obstruções (cateter ou guia), 5A ,1,4,
30911036,Biópsia endomiocárdica, 5B ,1,4,
30911044,Cateterismo cardíaco D e/ou E com  ou  sem  cinecoronariografia / cineangiografia  com  avaliação  de reatividade vascular pulmonar ou teste de sobrecarga hemodinânica, 7C ,1,4,
30911052,Cateterismo cardíaco D e/ou E com estudo cineangiográfico e de revascularização cirúrgica do miocárdio, 8C ,1,4,
30911060,Cateterismo cardíaco direito com estudo angiográfico da artéria pulmonar, 5A ,1,4,
30911079,Cateterismo cardíaco E e/ou D com cineangiocoronariografia e ventriculografia, 7C ,1,4,
30911087,"Cateterismo cardíaco E e/ou D com cineangiocoronariografia, ventriculografia e estudo angiográfico  da aorta e/ou ramos tóraco-abdominais e/ou membros", 8A ,1,4,
30911095,Cateterismo E e estudo cineangiográfico da aorta e/ou seus ramos, 5A ,1,4,
30911109,Cateterização cardíaca E por via transeptal, 5A ,1,4,
30911125,"Estudo hemodinâmico das cardiopatias congênitas  estruturalmente  complexas (menos: CIA, CIV, PCA, Co, AO, estenose aórtica e pulmonar isoladas)", 7C ,1,5,
30911133,Estudo hemodinâmico de cardiopatias congênitas e/ou valvopatias  com  ou  sem  cinecoronariografia  ou oximetria, 7B ,1,5,
30911141,Estudo ultrassonográfico intravascular , 7C ,1,4,
30911150,"Mapeamento de feixes anômalos e focos ectópicos por eletrofisiologia intracavitária, com provas", 9C ,1,3,
30911176,Mapeamento elerofiosiológico cardíaco convencional,5A,1,3,
30912016,Ablação de circuito arritmogênico por cateter de radiofrequência , 11C ,2,5,
30912024,Angioplastia transluminal da aorta ou ramos ou da artéria pulmonar e ramos (por vaso), 8C ,2,5,
30912032,"Angioplastia transluminal percutânea de múltiplos vasos, com implante de stent ", 12A ,2,5,
30912040,Angioplastia transluminal percutânea por balão (1 vaso) , 8C ,2,3,
30912059,Atriosseptostomia por balão, 5A ,1,4,
30912067,Atriosseptostomia por lâmina, 10B ,1,5,
30912075,Emboloterapia , 10B ,1,5,
30912083,Colocação de cateter intracavitário para monitorização hemodinâmica, 5A ,1,3,
30912091,Implante de prótese intravascular na aorta/pulmonar ou ramos com ou sem angioplastia , 10C ,2,5,
30912105,Implante de stent coronário com ou sem angioplastia por balão concomitante (1 vaso), 10C ,2,5,
30912113,Infusão seletiva intravascular de enzimas trombolíticas , 8C ,1,3,
30912121,"Oclusão percutânea de ""shunts"" intracardíacos", 11B ,2,5,
30912130,Oclusão percutânea de fístula e/ou conexões sistêmico pulmonares , 10B ,2,5,
30912148,Oclusão percutânea do canal arterial, 10B ,2,5,
30912180,Recanalização arterial no IAM - angioplastia primária - com implante de stent com ou sem suporte circulatório (balão intra-órtico) , 12C ,2,6,
30912199,Recanalização mecânica do IAM (angioplastia primária com balão) , 10C ,2,4,
30912210,Retirada percutânea de corpos estranhos vasculares , 7C ,1,5,
30912237,Tratamento percutâneo do aneurisma/dissecção da aorta , 10C ,3,5,
30912245,Valvoplastia percutânea por via arterial ou venosa, 8C ,2,4,
30912253,Valvoplastia percutânea por via transeptal , 10C ,2,4,
30912261,Angioplastia transluminal percutânea de bifurcação e de tronco com implante de stent , 12B ,2,5,
30912288,"Procedimento terapêutico nas cardiopatias congênitas, exceto atriosseptostomia",5A,1,4,
30912296,Implante transcateter de prótese valvar aórtica (TAVI) (com diretriz definida pela ANS - nº 143), 13B ,3,7,
30913012,"Implante de cateter venoso central por punção, para NPP, QT, Hemodepuração ou para infusão de soros/drogas", 4B ,1,0,
30913020,Instalação de cateter para monitorização hemodinâmica à beira do leito (Swan-Ganz) , 2C ,,0,
30913047,Instalação de circuito para assistência mecânica circulatória prolongada (toracotomia) , 10A ,2,5,
30913055,Manutenção de circuito para assistência mecânica circulatória prolongada - período de 6 horas , 5A ,,0,
30913071,Dissecção de vaso umbilical com colocação de cateter , 2C ,,0,
30913080,Dissecção de veia em RN ou lactente , 3C ,1,0,
30913098,Dissecção de veia com colocação cateter venoso, 3A ,1,0,
30913101,"Implante cirúrgico de cateter de longa permanência para NPP, QT ou para Hemodepuração", 4B ,1,3,
30913128,"Retirada cirúrgica de cateter de longa permanência para NPP, QT ou para Hemodepuração", 4B ,1,0,
30913144,Confecção de fístula AV para hemodiálise , 5A ,1,2,
30913152,Retirada/desativação  de fístula AV para hemodiálise, 5A ,1,2,
30914019,Anastomose linfovenosa , 9C ,2,4,
30914027,Doenca de Hodgkin - estadiamento cirúrgico , 8B ,1,4,
30914043,Linfadenectomia inguinal ou ilíaca, 9B ,1,5,
30914051,Linfadenectomia cervical, 10C ,2,4,
30914060,Linfadenectomia pélvica, 10A ,2,4,
30914078,Linfadenectomia retroperitoneal, 10C ,2,6,
30914086,Linfangioplastia, 9C ,1,4,
30914094,Linfedema - ressecção total, 11A ,3,5,
30914108,Linfedema genital - ressecção, 8A ,2,4,
30914116,Marsupialização de linfocele, 8C ,1,4,
30914124,Punção biópsia ganglionar , 1B ,,0,
30914132,Linfedema - ressecção parcial , 9C ,1,4,
